label	text
pos	The Thing About My Folks is a wonderful film about relationships - first and foremost an adult son and his father, but also that son with his wife, his sisters and his mother. Paul Reiser has written a semi-autobiographical movie about his relationship with his father. The movie is funny, poignant and thought-provoking. It led me to re-evaluate my own relationship with both my now-deceased father and my adult son. Peter Falk is excellent as Paul's father - the role could not have been better cast. I hope that both Mr. Falk and Mr. Reiser are recognized in next year's movie awards for their efforts - Falk for his performance and Reiser for his script.
pos	"Haunted by a secret, Ben Thomas (Will Smith) looks for redemption by radically transforming the lives of seven people he doesn't know. Once his plan is set, nothing will be able to stop him. At least that's what he thinks. But Ben hadn't planned on falling in love with one of these people and she's the one who will end up transforming him. Will Smith is back again with Director Gabriele Muccino, after the life inspiring movie ""The Pursuit of Happiness"". ""Seven Pounds"" is yet another life changing movie experience, which not only does reminds you of their previous collaboration, tearful, but inspires you joyfully in the end. Will Smith, also is the producer again with some of the others. These movies are very realistic, which depicts a common man's life & his struggles through life. Seven Pounds might have took some time to gain it's actual momentum, but just after half an hour of the movie, the movie is all set to rule your heart. Also, this movie has some twists revolving around, which lets the viewers keep guessing. Director Gabriele Muccino once again is the winner all the way, with his emotional yet inspiring message. He makes all the characters of the movie very real, that the people would actually find themselves in somewhere of the movie. Along with the director, Will Smith is yet another winner, with his superb acting skills. Once again, the duo of the director & the actor works as a charm. Also, there are other talented actors in the movie who did their part pretty well. Rosario Dawson, beauty with brains, that's what she can be called. She looks beautiful & does her part extremely well. Barry Pepper, gives a great support to the movie & Woody Harrelson does the same, although Woody did not had much screen timing(would have been good if he had more). You won't forget this movie easily. Watch this movie & change your life. Top class cinema!"
pos	OK I'll be honest, when I first saw the trailer for the programme, I thought it was an advert for some sun-screen product. With all the people walking around on the beach. Despite this I decided to watch it, thinking it would be some new show I could laugh at. But I was seriously amazed.<br /><br />From the first 10 seconds of the program I was hooked, why is he lying in the trees, why did the plane crash etc etc.<br /><br />It's not everyday that a show comes along which combines intelligence, humour, action and suspense. But 'Lost' manages all of this. With a great cast and crew, beautiful locations, and pretty decent special effects, 'Lost' will catch anyone who tunes in, and is a must see for anyone who's sick of cheesy sitcoms and crappy reality TV.<br /><br />Lost is on Tuesdays at 10 on channel 4 (UK) 4, 8, 15, 16, 23, 42 =O
pos	"A haunting piece that the discerning horror film fan will fall upon with gratitude. Keep your Freddys and your Jasons -- this film is in the same company as ""The Haunting"" (the original). Lyrical and truthful, it stays with you long into the night, much like those terrifying CBS Radio Mystery Theatre shows. A smart rent."
pos	Saw this again recently on Comedy Central. I'd love to see Jean Schertler(Memama) and Emmy Collins(Hippie in supermarket) cast as mother and son in a film, it would probably be the weirdest flicker ever made! Hats off to Waters for making a consistently funny film.
pos	To me movies and acting is all about telling a story. The story of David and Bethsheba is a tragedy that is deep and can be felt by anyone who reads and understands the biblical account. In this movie I thought the storytelling by Gregory Peck and Susan Hayward were at their best. To know and understand the story of David and his journey to become the King of Israel, made this story all the more compelling. You could feel his lust for a beautiful woman, Gregory Peck showed the real human side of this man who in his time was larger than life. Susan Hayward's fear, reluctance, but then obedience to his authority as her King was beautifully portrayed by her. One could also feel David's anguish the nigh that Uriah spent the night at the gate instead of at home. As well as the sadness when he was killed in battle. Raymond Massey's powerful and authoritative condemnation of the King made me feel his anger. The sets were real enough, and the atmosphere believable. All in all I think this was one of the best movies of it's kind. I gave it a rating of ten.
pos	This early version of the tale 'The Student of Prague' was made in Germany in 1913, starring Paul Wegener (who was also in 'The Golem' a few years later). In this film he plays a dual role (technically impressive for a 95 year old film to see them in the same shot) after meeting a mysterious old man who makes a pact with him for gold - the gold he needs to woo a countess he's previously saved from drowning.<br /><br />Moving at a fast pace (the film runs just over an hour) and fairly well written and characterised, 'The Student of Prague' has echoes of the Faust legend as well as Dr Jekyll and Mr Hyde, starting as it does with a pact with a mysterious figure of potential evil, and developing into good and evil sides of the same person.
pos	"As someone who's never been into sports, it seems like it would be hard for me to get into the football (or as we Americans inexplicably call it, soccer)-themed ""Bend It Like Beckham"". But I gotta say, this was one cool movie! Anglo-Indian Jesminder Bhamra (Parminder Nagra) and her WASP friend Juliette Paxton (Keira Knightley) love to play football (yes, I'm going to say it the British - and international - way) and just adore football player David Beckham. But Jesminder's traditional Sikh parents don't approve (her mother offers a really whacked-out description of football early in the movie). Okay, so maybe it was sort of a cliché in that sense, but you gotta love this movie! And if like me, you go to this movie not knowing the definition of ""bend"" in football...don't worry, the movie explains it (I'd also never heard of David Beckham prior to this movie). And we all know that Keira Knightley hit it big: a few months after ""BILB"" came out in the States, she starred in the equally cool ""Pirates of the Caribbean: The Curse of the Black Pearl""."
pos	"Three girls (an all-female media-crew, including cult-actress Barbara Bach, no less) visiting a small town to cover a festival, end up renting rooms in a house they should have avoided like the plague. Well-made little shocker, suffering a bit from some redundant dialogue-scenes and a rather thin plot-line (that doesn't do very well in hiding its secrets). One underlying theme in particular is quite disturbing (as in: vintage shock-material), and this is basically what the film thrives on. Performances & cinematography are pretty much above par (compared to many other late 70's/early 80's films in the same vein), but what really makes me recommend this film is the fairly long climax-scene in the basement-setting. From the moment that ""Keller Junior"" character was introduced, his performance made my jaw drop open and it didn't close until the end of the film. A very pleasant surprise to see actor Sydney Lassick (who was funnily wacko in ""One Flew Over The Cuckoo's nest"", and now utterly demented in ""The Unseen"") take on one of the leading roles."
pos	I must confess that I was completely shocked by this film. For one, I went to see it on a whim expecting something mediocre, but given this, the most shocking thing was that this was in a populist American cinema at all. This is British comedy at its finest - dark, quirky and funny in ways that American films just never are. I must stop short, however, of recommending this wholeheartedly to anyone; I went to see it with several people, some English, some European and some American and while some of us loved it (mainly from the first two groups), some hated it and found it worthless. If you think you're into this kind of thing then go. If not, don't. 10/10.
pos	This was my first introduction to the world of Bollywood and I'm now hooked! Okay so it requires adoption of a different mindset to watching US films but once you allow yourself the pleasure of enjoying it for what it is you won't be disappointed. The songs are superb, melodic and very catchy. The actors are visually compelling especially Karisma Kapoor who is surely one of the most beautiful actresses anywhere in the film world. Locations, colour are spellbinding. If you want something different and are looking to be uplifted, cheered up and stimulated I recommend you catch this movie.
pos	"I rented this some years ago, the video store had only VHS at the time. Straight to video was hitting it's strides (you know, where the box covers use the same font and color schemes of successful films).I didn't know what to expect other than what was printed. First thing I thought while watching was ""what the hells' wrong with the sound?""-Obviously there was no dialogue dubbing. Words echoed, so I stopped munching on whatever I had to pay closer attention-mind you there's no Shakespeare here!,just simple talk. The story is simple enough, boy meets girl etc.. What struck me as humorous and heartfelt was, the people in the movie didn't seem like caricatures written into the story,but rather non-actors plucked temporarily from their real jobs(uniforms included). All the while, you begin to sense what the filmmaker is after,then see that there are no attempts at cheap humor(people hurting their privates,using vulgarities this couldn't have hurt the marketing. There was something honest about it. I thought if they'd have a bigger budget then it would have been better, which i'm sure they considered daily,but, they went ahead and made it. This, I felt, was what independent film-making is all about.The word ""Indy"", is thrown around as if it's a Genre..Ha!..that's funny!"
neg	I feel totally ripped off. Someone needs to refund the $4.95 I spent at Blockbuster to rent this homemade mess. This is NOT a musical it is a complete waste of time and my evening. What I don't get is why did this get distributed in the first place???...somebody MUST have been doing some heavy drugs the night that deal was made. I've seen better films come out of film schools and I have been to film school so I can say that as a fact. The quality of this work is also just SO VERY bad to view...shot on DV??? Nuff said. The songs are not songs but just banter that sounds the same in every section. Want to see a good musical? THEN DON'T RENT THIS MOVIE.
neg	"I made a special effort to see this movie and was totally disappointed with the outcome. On paper, the script seems hopeful, and the choice of actors leaves one with hopes - I liked Pacino in Scent of a Woman and have seen Anny Duperrey and Marthe Keller in several French and other films of the 70s/80s. But I had forgotten how important a part dialogues can play in a film, and in this film they are absolute ..... trash ! The filming locations were also attractive but the hopeless, pretentious and forced dialogues pulled the whole thing down to sub zero level. In addition to that, I am pretty allergic to the world of motor racing and find no interest in this sport. Even the inelegant dialogues in ""Love Story"" were better than the ones in this film (and that's saying something !!). I was really expecting better from this film and was very disappointed to have been let down so much."
neg	"Following the success of ""Paris, Je T'Aime"", a group of directors decided to get together and make a similar anthology style film based in New York. Unlike the original film, the stories in this film seem to sometimes come and go too quickly--by the time you think are getting into a story, it's over in too many cases. And, the often start up and stop and then begin again--with the stories woven together. As a result, there is no title to indicate that a story is complete and it is less formal in structure.<br /><br />Sadly, however, while ""Paris, Je T'Aime"" was hit or miss (mostly hit), most of ""New York, I Love You"" was miss. The stories tended to be much more sexual in nature but also far less sweet--and often quite terrible. It was an amazingly dull and uninteresting film with only a few exceptional stories--and perhaps the often depressing music made it seem more so. Now understand, it was good quality music but its somber tone really, really made me feel like cutting my wrists! Among the better ones was the story about the young man who took a girl in a wheelchair to prom, the couple talking about cheating outside a restaurant (though this was also in the first film) and the crotchety old couple. This is all so sad because I had loved the first film so much--and I really WANTED to love this film. I respected what they tried but simply didn't like it very much.<br /><br />By the way, and this is NOT really a complaint, but I was amazed how many people were smoking in the film. For a recent film, that was unusual in our more anti-smoking culture.<br /><br />Also, if you get the DVD, there are two segments included as extras that were not included in the film. One consists of Kevin Bacon (wearing a cool fedora) eating a hotdog....and absolutely NOTHING more for almost ten minutes. The other features a teen who spends the film videotaping the world--including a very unhappy couple."
neg	"Tony Goldwyn is a good actor who evidently is trying his hand at directing. ""A Walk on the Moon"" appears to have borrowed from other, better made films. The present story takes place in the late sixties at a summer resort for working class Jews not far from Woodstock. The screen treatment by Pamela Gray doesn't have much going for it, so it's a puzzle why Mr. Goldwyn decided to tackle this film as his first attempt at direction.<br /><br />The Kantrowitz family is spending some time at the resort. We see them arrive at the small bungalow that is going to be their temporary home. Marty, the father, comes only for the week-end; he works in what appears to be a family small appliance business repairing television sets, mostly. In a few days the first man will walk in space, so the excitement is evident.<br /><br />The Kantrowitz women are left behind. Pearl, Marty's wife and her mother-in-law, Lilian, spend idle days in the place until the ""blouse salesman"" arrives. Pearl goes browsing and she finds much more than a shmatte; she gets the salesman as well. It appears that Pearl and Marty have no sexual life at all. After two children, Pearl, who appears to be sexy and with a high libido is ready for some extra marital fun.<br /><br />That is the basic premise for the film, which becomes a soap opera when the young daughter, Alison, decides to play hooky and go to the Woodstock festival nearby where, horror of horrors, she witnesses her own mom making out with the blouse salesman! What's a girl to do? Well, stay tuned for the grand finale when all the parties are happily reunited by the little son's bedside when he is stung by wasps and the salesman comes to apply some home remedy, and daddy is called from the city, after knowing about Pearl's betrayal with the younger stud.<br /><br />Poor Diane Lane, she went to make ""Unfaithful"" later on, which is the upscale version of this dud. Viggo Mortensen is the salesman who caters to his lonely female customers whispering little somethings in their ears! Liev Schreiber as Marty, the cuckolded husband, doesn't have much to do. Anna Paquin plays the rebellious Alison and Tovah Feldshuh is the unhappy Nana, who would like to have stayed in the city watching her soap operas instead of witnessing first hand one that is playing in her own backyard!<br /><br />Watch it at your risk, or pop the DVD in the telly when you have a fun crowd at home and you really want to have a laugh, or two dishing the film."
neg	I am stunned to discover the amount of fans this show has. Haven't said that Friends was, at best an 'average' sitcom, and not as great as others have made out. Let's face it, if it wasn't for the casting of Courtney Cox Arquette, David Schwimmer, Matthew Perry, Lisa Kudrow, Jennifer Aniston and Matt Le Blanc, then who knows whether this show would've lasted as long as it has done. I very much doubt that. Although as the series progressed, Friends got more progressively predictable, lame and boring that I couldn't care less about the characters- of whom are the most overrated in TV history- or of their plight, nor of who was sleeping with whom. And it went from being funny in the first four seasons to occasionally funny. And even when it had all these A-list Hollywood actors from the movie world, I still didn't bother to tune in. The writing in Friends became stale that I lost interest in this show from the sixth season onwards and as for the ending, well it was predictable to say the least.<br /><br />What was annoying though was that this lasted for ten seasons, whilst some of my favourite shows lasted for only three, four seasons for instance and were eventually cancelled and taken off the air for good. The show should've came to an immediate halt by the time the cast wanted bigger salaries. In truth, as much as the series waned, it was the show that was bigger than the actors themselves, not the other way round. <br /><br />When it ended in 2004, I was so relieved to see the back of this sitcom. Now, there is talk of a friends reunion show coming to our TV screens very soon. And yet, I for one will not be looking forward to it whatsoever.
neg	"Although I use this site quite frequently to see how other people rated what I think are challenging or just plain enjoyable films, after watching this ""movie"" on Film Four last night I felt compelled to write something down, even if it just helps cleanse me once again.<br /><br />The film was possibly the shallowest experience I've ever had - the main characters played by Danny Dyer (23? You sure?) and Gillian Anderson (who will always be Scully as Leonard Nimoy will always be Spock) had no real substance about them - I'm not sure if the first half-hour of the film didn't make the final cut but surely in a revenge movie you would like some empathy with the victims... here I couldn't care less. In fact, the only character I did seem to care about was the dog, with the stag coming a close second. And both animals out-acted Dire (sic) and Scully, who were quite frankly terrible. I guess though you're only as good as the script you are given, and I'd like to warmly thank the writers, the producers, the director and all of the cast for wasting 90 minutes of my life and some perfectly good electricity."
neg	A bunch of kids set up a theatre to have an all-night horror movie marathon. However, as the night goes on, there's somebody among them killing them off one by one. Who is it...and why? I saw this in a theatre way back in 1991. I was looking forward to it--but boy! It did not work at all. The premise is a good one, they have a very appealing young cast and some pros like Dee Wallace Stone on board...but it doesn't work. The story stops making sense halfway through (that could be because of some huge editing before the film was released), the killings are relatively bloodless (how this got an R rating is beyond me) and the unmasking of the killer at the end was boring and stupid.<br /><br />It's really too bad--this movie had potential. With a better script this could have become a great horror film. As it stands though it's mostly forgotten and the cast itself seems embarrassed by it (I heard Stone won't talk about this one). I give it a 3 and that's just for the cast.
neg	I rated this movie a 1 since the plot is so unbelievable unbelievable. Judge for yourself. Be warned, the following will not only give away the plot, but will also spoil your appetite for watching the movie.<br /><br />A computer virus, designed by a frustrated nerd, sends out a code through television screens and computer monitors. When the code - in the form of light - enters the eye it can access the 'electrical system' of your body. What it does is forcing the body cells into excretion of calcium. Within seconds after infection the patient reaches for his neck, develops tunnel vision, his skin will turn white of the calcium, after which he falls and his hand and scull will crack in a cloud of chalk. <br /><br />This virus is very intelligent. When it finds out that a blind computer expert is trying to disassemble the code with a braille output device - operated by hands - the device is set on a very high voltage, which causes severe burning wounds on the skin of the expert's head. The virus also senses aggression against remote controls and the keyboard of an ATM. Fortunately it could be stopped by throwing over outdated desktop pc's in a rack and electrocuting the nerd with his back on a broken computer and his feet in some spilled water.<br /><br />Oh dear...
neg	"What the hell is this? ""Kooky drama""? ""Lawyers in Loony Tunes Land""? The world's thinnest, most duck-faced actress (even more duck-faced and anorexic than Michelle Pfeiffer) overacts her bony butt off, making cretinous grimaces that would shame Bugs Bunny, in one of the most animated non-animated TV series ever. This is also the most annoying one-hour-format TV show ever, hence the worst.<br /><br />All the men act like pansies, and I for one refuse to believe that even hip big-city shysters are all as delta-male-like as this sorry (short) bunch. Wuss Peter MacNicol manages to be even more irritating than Calista Flockofducks with his fake Hollywood ""shshshs"" speech impediment: it's the sort of pseudo-inability to pronounce the letter ""S"" by turning it into a moronic ""SH"" that the likes of Jon Shtewart and Christian Shlater also practice with zeal. Watching MacNicol talk, I always wonder how come his jaw doesn't dislocate... Human facial anatomy was never meant to support the pronouncing of the ""SH"" sound more than three times per second. He is a medical wonder.<br /><br />This badly conceived and written legal-drama/comedy hodgepodge also features some very 90s PC. It has POLITICAL CORRECTNESS written with huge, neon letters. Is there anything more unrealistic than a bunch of LAWYERS being full of ideals, high principles, and moral fiber? Laughable, but that's the way defense lawyers have been portrayed in Hollywood since its inception. After all, what is more noble than defending a murderer, a rapist, or a thief? When a TV series as retarded as ""Ally McBeak"" starts preaching to America about how it should run the country, then it must be time for Paris Hilton to become President. ""Ally McQuack"" is both a product of recent and large-scale Western dumbing-down and a perpetrator of it.<br /><br />Those supposed touches of ""eccentricity"", like the UNBELIEVABLY annoying musical numbers, are unconvincing and embarrassingly unfunny. This is no Monty Python. Whatever ""new"" the talent-free makers of this garbage were aiming for, they failed with honours. ""Ally McBeak"" is a highly commercialized TV venture aimed at indiscriminating yuppies, bored housewives, and bipolar lawyers. It's yet another dull ""objection overruled sustained your Honour may I call the witness"" legalistic baloney that the American audiences seem to eat up with relish for some strange reason..."
neg	We are not in the fairy tale of the naked emperor. We may confess the truth of what we see, without being stupid, confess, that this show is in many aspects just incomprehensible and that it is clear, that much of it was created out of pure intuition without real concept.<br /><br />Well, obviously many people like such stuff. I don't. I prefer well thought and planed shows. And I also confess, that the show is much to serious for my taste and boring...those love and drug stories...There are so many exciting soaps with lot of suspense (Dallas e.g.), but Twin Peaks can't catch my attention. I don't care about those people, except Cooper and Gordon Cole.
neg	A surprising misfire from the usually reliable Larry Cohen (God Told Me Too, Q, etc.), Full Moon High tries so hard to be funny and fails miserably, even with decent turns by Ed McMahon(!) and Kenneth Mars. Alan Arkin looks embarrassed throughout his performance and son Adam simply looks numb. This makes Teen Wolf look like a comedy classic.
neg	"I'm sorry but this is just awful. I have told people about this film and some of the bad acting that is in it and they almost don't believe me. There is nothing wrong with the idea, modern day Japanese troops get pulled back in time to the days of Busido warriors and with their modern weapons are a match for almost everything. When the troops first realise something strange is happening does every single person in the back of the transport need to say ""Hey my watch has stopped""? Imagine lines like that being repeated 15+ times before they say anything else and you have the movie's lack of greatness in a nutshell."
neg	I'm a Jean Harlow fan, because she had star quality. I don't think her movies are good and I don't even think that she was a good actress, but she certainly was Great in comedies. Every bit of comedy in The Girl from Missouri is very good. But this movie is perhaps more like a love story. Jean Harlow is wonderful in this one and you can forget the rest of the cast - their performances bring nothing new. It always impresses me much to think that Harlow's beautiful body was that of an ill woman. Well, in this movie she does look beautiful.
neg	"I occasionally see some of this show because my wife watches it sometimes. I try to enjoy it for it's basic idea which is helping a needy family, but several factors get in the way for me. Every episode follows the same format where many parts seem totally scripted (which they are) and tears flow seemingly on cue. The attempt to manipulate the viewer with a mixture of emotional breakdowns and sad music is a real turn off for me. The fact that everyone who donates something to the house, be it Sears or whoever, has to plug themselves for being generous is also annoying. Probably the biggest problem I have with it all is that what must be huge amounts of money and a small army of workers are combined to build an amazingly over the top home for a single family. Now I know that this amount of money is nothing but a drop in the bucket for Disney/ABC but how much more could be done for more people with the amount they are putting on one house? Instead of focusing on one family and getting them all to cry during the episode why not help 10 families and show highlights? Isn't life difficult enough for the average person? Why do I need help finding things to feel sad about, why not show something truly inspiring without being manipulative? I know what is being done for these families is good, but they are also being used for ratings. You can't tell me they aren't being coached sometimes on the crying. I guess when I see these people moving into a home that most hard working people in the U.S. could not afford for their children it really bothers me. I can't help but think of what could really be done with a small portion of Disney's money. Instead of giving each member of the family a flat screen TV and or personal shower that tells you the water temperature and shoots out of the ceiling why not help more people afford food, clothes, education and medical insurance? I know so we can be entertained and have a good cry. In terms of money, I feel the same about Oprah. I don't think anyone can actually conceive the amount of money she possesses. Yes her recent reality show did good things, but when she gave $30,000 to each losing ""contestant"" I'm sitting here thinking...that's a years salary for many, many people...if they're lucky. Don't get me started on game shows. So I realize that Extreme Makeover Home Edition is ""doing good"", but forgive me if I see it as more self serving than giving of itself. Is there anyone out there that feels similar?"
neg	I rarely comment on films but I've read the other comments and I cannot believe that there are people applauding this celluloid rubbish. I know there are certain people who have their own agenda but lets take it on merit; poorly acted, badly shot and the story felt as the director was making it up as he was going along. I am not going to focus on the sexual aspect of the film involving little kids as the makers of the film obviously knew what they wanted and what their audience would want. All I can say is it is a terrible film, the content is poor and offensive, the production is amateurish and I am glad they could not make a film like this legally today
neg	I love Anthony Hopkins as an actor so I was very interested to see how he would do as a writer/director. I could not have been more disappointed by this move. The movie was so disjointed and the cinematography was so over done to the point I wanted to pull the plug out of the wall. The actors were very good but it was such a waste of talent. Not all actors are cut out to be writers or directors and clearly Mr. Hopkins falls into this category. Of all the movies I have ever seen in my 50 years, this is absolutely the worst movie ever. Please do us all a favor Mr. Hopkins and stick to acting, which you are excellent at, and leave the writing and directing to those who are talented in those areas. If I could give this movie a rating less than one I certainly would.
neg	"Envy stars some of the best. Jack Black, Ben Stiller, Amy Poehler, and the great Christopher Walken. With such a cast, one can only expect the best. However, with ""Envy"", no one could save this disaster.<br /><br />Tim Dingman (Stiller) and Nick Vanderpark (Black) are best friends and co-workers at a sandpaper factory. Both are making a decent living, but because Tim has a better performance at work, he's able to afford more than his buddy Nick. Nick is a dreamer who's always coming up with new ideas for inventions. One day, Nick comes up with the idea for a spray can that makes dog poop disappear (Yes, I'm serious). Falling in love with the idea, Nick decides to really invent this product. He makes an offer to Tim to invest in his idea and share the profits 50/50. Tim refuses thinking the idea will never work.<br /><br />Nick's invention, titled ""va-poo-rize"" (again, i'm serious), ends up making millions. He enjoys spending his money on things like a much larger house, a horse, a personal trainer, and fancy deserts. Tim starts feeling envy for Nick. Hence the name of the movie.<br /><br />The concept isn't bad, but it still turns out awful. This movie contains some of the worst dialog and very poor performances from all the cast. Then again, as I mentioned earlier, none of them could save this mess. Not even the great Christoper Walken, playing a homeless character named ""J-man"", made this movie funny. The movie is bad from the start and only continues to get worse.<br /><br />I recommend this movie if: *you like crap (no pun intended) *you want to see Jack Black in a white tux<br /><br />I say, avoid this movie at all costs, but avoid ESPECIALLY if: *you're offended by bathroom humor *you love animals"
neg	The Cat in the Hat is just a slap in the face film. Mike Myers as The Cat in the Hat is downright not funny and Mike Myers could not have been any worse. This is his worst film he has ever been in. The acting and the story was just terrible. I mean how could they make the most beloved stories by Dr. Seuss be made into film and being one of the worst films of all-time and such a disappointment. I couldn't have seen a more worst film than this besides, maybe Baby Geniuses. But this film is just so bad I can't even describe how badly they made this film. Bo Welch should be fired or the writer should. <br /><br />Hedeen's outlook: 0/10 No Stars F
neg	"THE CRIMSON RIVERS is one of the most over-directed, over-the-top, over-everything mess I've ever seen come out of France. There's nothing worse than a French production trying to out-do films made in Hollywood and CR is a perfect example of such a wannabe horror/action/buddy flick. I almost stopped it halfway through because I knew it wouldn't amount to anything but French guys trying to show-off.<br /><br />The film starts off promisingly, like some sort of expansive horror film, but it quickly shifts genres, from horror to action to x-files type to buddy flick, that in the end, CR is all of it and also none of it. It's so full of clichés that at one point I thought the whole thing was a comedy. The painful dialogue and those silent pauses, with fades outs and fades ins just at the right expositionary moments, made me groan. I thought only films made in Hollywood used this hackneyed technique.<br /><br />The chase scene, with Vincent Cassel running after the killer, is so over-directed and over-done that it's almost a thing of beauty. The climax on top of the mountain, with the stupid revelation about the killer(s) with Cassel and Reno playing ""buddies"" like Nolte and Murphy in 48 HRS, completely derailed what little credibility the film had by then.<br /><br />It's difficult to believe that the director of THE CRIMSON RIVERS also directed GOTHIKA, which though had its share of problems, doesn't even come close to the awfulness of this overbaked, confused film."
neg	This is one of the worst action films I have ever seen. This is particularly due to much of the factual implausibility (like an obvious agent posing as a bank loan officer while making obvious that he is speaking to someone through a wire or the scene where the scientists assume it is safe to enter a room in which a virus has been released even though 'it has not found a viable host' does not mean that it will never find one), the cheap sets (the bank looks like it was poorly constructed to resemble a dungeon), and the bad acting. It is the story of an organized crime group that has successfully stolen a capsule of the lethal virus. However, the head honcho who decides to remove it from a bank security deposit box, does so at the same time a bank heist is going down, at the same FBI agents have been informed of this, and at the same time a terrible earthquake erupts. Needless to say, the aftermath of the quake is messy in more ways than one. However, the results do not make for an enticing action film, but instead, one that has been obviously z-grade junk from the beginning of the film. (Perhaps this is why some of the screen captures on the packaging look to be created with computer graphics rather than being actual screen captures from various sequences of the film). What the hell Ron Perlman was doing in this, I have no idea. I wonder if he was as embarrassed to be in it as I was to have watched it.
neg	This film was more effective in persuading me of a Zionist conspiracy than a Muslim one. And I'm Jewish.<br /><br />Anbody go to journalism school? Read an editorial? Freshman year rhetoric? These alarmist assertions, presented in a palatable way, might prove persuasive. But by offering no acknowledgment of possible opposing arguments, nor viable (or any at all) solutions, few sources and each of dubious origin, makes the argument an ineffectual diatribe.<br /><br />And thank goodness for that -- I wouldn't want anyone to leave the theatre BELIEVING any of this racist claptrap.<br /><br />A good lesson for me -- and hopefully a cautionary tale for you -- to actually read about a film before seeing it.
neg	"Always enjoy great films which deal with the super-natural and the deep thoughts of the Spiritual world. However, this film just turned me off as far as its production and direction. There is nothing to go into deep discussion about what this story has to tell; all I can say is that it was a big waste of time and effort to put it on the big screen. The actors, namely: Mark Addy, Thomas Garrett, gave an outstanding performance in his native land England, and we have seen him in ""Still Standing"" a TV Series. Heath Ledger, played the real wicked dude and we have recently viewed him in ""Brokeback Mountain"",'05, gave a great supporting role. Shannyn Sossaman, (Mara Sinclair), did a good job of seducing a priest from a church not recognized by any faith. Don't waste your time, you will be sorry!"
neg	"""La Furia del Hombre Lobo"" forms a completely stand-alone storyline which doesn't seem to fit in at all with the previous Waldemar Daninsky movies. Some have commented that this movie is supposed to take place before the events of ""Werewolf Shadow"", although it was released afterwards ... they may be right, I'm not sure. Anyway, in this movie Waldemar Daninsky is bitten by a yeti-like creature in Tibet (great dialogue here -- ""It was a yeti. But that's impossible. I'm a scientist and these things don't exist. It was a hallucination. That's all."") and although marked with the sign of the pentagram, he is able to prevent the change into a werewolf until he discovers that his wife has been cheating on him. Changing into the beast one night, he kills both her and her lover before running out into a storm and being electrocuted. It's not long before he's resurrected by a dominatrix university professor who is conducting some kind of unfathomable experiments with mind control. He is taken to the underground cellar of a castle where the subjects of these experiments live like chained animals.<br /><br />First of all -- Jacinto Molina, Paul Naschy, whatever you want to call him, he's a fine actor and cared passionately about his work. No matter how flawed these movies are, you can always rely on him for a decent performance. The rest of the cast seem good enough, but it's hard to tell when they have a half-assed voice-over dubbed over all their lines. And that was really the main problem for me ... many of the voice-over artists they used were just awful, awful, awful. Whenever I chuckled during the movie it was at the inept way that they delivered their lines (they seem to constantly refer to the hero as ""Waldeman""). But unfortunately it's almost impossible to find subtitled copies of Naschy movies, although they're sometimes available in the original language without subtitles.<br /><br />The directing of Jose Maria Zabalza seems sort of hit-and-miss ... there are some great visual ideas in some scenes, while others are badly constructed and poorly edited, particularly in the final scenes when it really counts. The reason for this, was that Zabalza was apparently drunk most of the time while on set. He allowed his fourteen year old nephew to rewrite Molina's dialogue, used extras without his permission, and spliced several shots from Molina's earlier movies. All of this pretty much ruined any chance this movie had of being one of Molina's best works, and it's no surprise that the two of them never worked together again.<br /><br />But it's not all bad news, as there are some good ideas here. Some aspects of the storyline make an interesting psychological drama with the werewolf as a metaphor for jealousy and rage. The 'werewolf as a yeti' idea is one that returned in Molina's later work. Some pretty horrific and surreal stuff goes on down in the cellar, and there's also a very memorable sequence about half way through the film where Daninsky runs from house to house through a village, slaughtering or molesting innocents as he goes -- one scene is particularly intense, but it's actually lifted straight from Molina's first movie, ""La Marca del Hombre-lobo"" along with a few other shots. I actually found the movie on the whole to be very entertaining, although there are some problems with the Front Row Entertainment version, such as pretty obvious cuts (although some of it may simply be due to the director's lack of continuity). Gods knows what omissions there are -- I'll probably try to get my hands on the uncut version at some stage in the future.<br /><br />This is a overall a decent piece of vintage Naschy which experienced fans might enjoy, but it could have been much better and so probably wouldn't make a great introduction."
neg	This movie is a prime example of squandering great resources in a film. You've got future SNL and SCTV stars in their prime, such as John Candy, Chevy Chase, Laraine Newman, Al Franken,Tom Davis and Joe Flaherty essentially making 70 minutes of coarse, uninspired fart and racist jokes. The concept of a network from the future subverting society could have really been taken to some interesting extremes, but instead right out the gate, makes a lame, juvenile proctology joke and stays in that vein of humor the whole way.Seek out the earlier and much more subversive and witty Groove Tube or the later, hilarious Kentucky Fried Movie. This movie is only for those who want to see a time capsule of bad 70's sketch comedy movies.
